wav,0.1,1,10,1000
0.001,0.149,0.7651,0.9967,1
0.001059,0.1709,0.8078,0.9976,1
0.001122,0.1948,0.8447,0.9982,1
0.001189,0.2213,0.8764,0.9987,1
0.001259,0.249,0.9019,0.999,1
0.001334,0.2788,0.9227,0.9993,1
0.001413,0.3107,0.9393,0.9995,1
0.001496,0.3181,0.9424,0.9995,1
0.001585,0.3535,0.9552,0.9996,1
0.001679,0.2407,0.8948,0.9988,1
0.001778,0.2698,0.9165,0.9989,1
0.001884,0.3006,0.9338,0.999,1
0.001995,0.3326,0.9473,0.999,1
0.002113,0.3655,0.9578,0.9991,1
0.002239,0.3982,0.9657,0.9991,1
0.002371,0.1962,0.8456,0.997,1
0.002512,0.2206,0.8738,0.996,1
0.002661,0.2472,0.8978,0.995,1
0.002818,0.2771,0.9181,0.9938,1
0.002985,0.3081,0.9339,0.9928,1
0.003162,0.3395,0.9458,0.9922,1
0.00335,0.3731,0.9553,0.9919,1
0.003548,0.4081,0.9627,0.9917,1
0.003758,0.4441,0.9684,0.9915,1
0.003981,0.4808,0.9727,0.9913,1
0.004217,0.5178,0.9759,0.9911,1
0.004467,0.5548,0.9783,0.9908,1
0.004732,0.5914,0.9801,0.9904,1
0.005012,0.6271,0.9813,0.9899,1
0.005309,0.6615,0.9821,0.9893,1
0.005623,0.6947,0.9826,0.9885,1
0.005957,0.7264,0.9827,0.9876,1
0.00631,0.755,0.9799,0.9866,1
0.006683,0.7818,0.9798,0.9856,1
0.007079,0.8061,0.9798,0.9848,1
0.007499,0.8068,0.9789,0.9838,1
0.007943,0.8276,0.9779,0.9822,1
0.008414,0.8463,0.9774,0.981,1
0.008913,0.8628,0.9771,0.98,1
0.009441,0.8773,0.977,0.9791,1
0.01,0.8907,0.9777,0.979,1
0.01059,0.9068,0.9822,0.9817,1
0.01122,0.8677,0.9741,0.9763,1
0.01189,0.8776,0.9714,0.9733,1
0.01259,0.888,0.9709,0.972,1
0.01334,0.8902,0.9697,0.9705,1
0.01413,0.8879,0.9656,0.9666,1
0.01496,0.8937,0.9632,0.9637,1
0.01585,0.8988,0.961,0.961,1
0.01679,0.9036,0.9589,0.9583,1
0.01778,0.9087,0.9572,0.9559,1
0.01884,0.9165,0.9576,0.9552,1
0.01995,0.9067,0.9521,0.9503,1
0.02113,0.9079,0.9474,0.9453,1
0.02239,0.9106,0.9441,0.9413,1
0.02371,0.9092,0.9391,0.936,1
0.02512,0.9125,0.9348,0.9309,1
0.02661,0.9163,0.9311,0.9263,1
0.02818,0.9202,0.9276,0.9218,1
0.02985,0.9242,0.9242,0.9174,1
0.03162,0.9282,0.9208,0.913,1
0.0335,0.9321,0.9173,0.9084,1
0.03548,0.9357,0.9136,0.9036,1
0.03758,0.939,0.9095,0.8985,1
0.03981,0.9416,0.9048,0.8927,1
0.04217,0.9432,0.8993,0.8861,1
0.04467,0.9434,0.8924,0.8783,1
0.04732,0.9411,0.8833,0.8684,1
0.05012,0.9352,0.8708,0.8553,1
0.05309,0.9229,0.8522,0.8363,1
0.05623,0.8998,0.8226,0.8066,1
0.05957,0.838,0.746,0.7299,1
0.0631,0.873,0.7251,0.7047,1
0.06683,0.9458,0.7484,0.7177,1
0.07079,1.006,0.7717,0.7342,1
0.07499,1.056,0.7912,0.7472,1
0.07943,1.103,0.8151,0.7646,1
0.08414,1.14,0.8352,0.7796,1
0.08913,1.159,0.8415,0.7827,1
0.09441,1.178,0.8401,0.7753,1
0.1,1.202,0.8496,0.7793,1
0.1059,1.231,0.8644,0.7892,1
0.1122,1.259,0.8783,0.7991,1
0.1189,1.286,0.8884,0.8051,1
0.1259,1.31,0.8963,0.8209,1
0.1334,1.335,0.9023,0.8235,1
0.1413,1.358,0.9055,0.8232,1
0.1496,1.387,0.9106,0.8253,1
0.1585,1.423,0.9248,0.8361,1
0.1679,1.428,0.9413,0.8483,1
0.1778,1.291,0.9569,0.859,1
0.1884,1.052,0.9712,0.8679,1
0.1995,0.7172,0.9811,0.8756,1
0.2113,0.6413,0.9746,0.8822,1
0.2239,0.4223,0.9615,0.8881,1
0.2371,0.3658,0.9636,0.8926,1
0.2512,0.3972,0.9652,0.8963,1
0.2661,0.4089,0.9623,0.8996,1
0.2818,0.3424,0.9623,0.9024,1
0.2985,0.2807,0.9587,0.9051,1
0.3162,0.2567,0.955,0.9076,1
0.335,0.2573,0.9577,0.91,1
0.3548,0.2631,0.9426,0.9122,1
0.3758,0.2557,0.9481,0.9145,1
0.3981,0.2312,0.9331,0.9167,1
0.4217,0.1999,0.9272,0.9189,1
0.4467,0.1714,0.9278,0.9211,1
0.4732,0.1487,0.9228,0.9234,1
0.5012,0.1311,0.9125,0.9256,1
0.5309,0.1171,0.8999,0.928,1
0.5623,0.1056,0.8851,0.9304,1
0.5957,0.09583,0.8664,0.9328,1
0.631,0.08726,0.8472,0.9353,1
0.6683,0.07966,0.8382,0.938,1
0.7079,0.07289,0.8332,0.9407,1
0.7499,0.06679,0.8326,0.9435,1
0.7943,0.0613,0.8151,0.9464,1
0.8414,0.05635,0.8408,0.9494,1
0.8913,0.05189,0.8154,0.9525,1
0.9441,0.04785,0.824,0.9557,1
1,0.0442,0.7829,0.959,1
1.059,0.04093,0.7862,0.9624,1
1.122,0.03798,0.7333,0.9658,1
1.189,0.0353,0.7941,0.9692,1
1.259,0.03289,0.6532,0.9727,1
1.334,0.03078,0.7287,0.9762,1
1.413,0.02887,0.6597,0.9797,1
1.496,0.02711,0.5941,0.9831,1
1.585,0.02551,0.6615,0.9865,1
1.679,0.02402,0.595,0.9897,1
1.778,0.02267,0.5237,0.9927,1
1.884,0.02147,0.55,0.9961,1
1.995,0.02038,0.5614,0.9998,1
2.113,0.01938,0.4787,1.002,1
2.239,0.01846,0.4373,1.005,1
2.371,0.01762,0.45,1.009,1
2.512,0.01683,0.466,1.012,1
2.661,0.01612,0.4326,1.016,1
2.818,0.01547,0.3737,1.017,1
2.985,0.01487,0.3362,1.017,1
3.162,0.01434,0.327,1.022,1
3.35,0.01386,0.3334,1.027,1
3.548,0.01335,0.3348,1.029,1
3.758,0.01286,0.3189,1.033,1
3.981,0.01239,0.2887,1.04,1
4.217,0.01194,0.2548,1.035,1
4.467,0.01149,0.2248,1.028,1
4.732,0.01112,0.2015,1.03,1
5.012,0.01084,0.1841,1.038,1
5.309,0.01069,0.1717,1.051,1
5.623,0.01069,0.1633,1.068,1
5.957,0.01086,0.158,1.091,1
6.31,0.01111,0.154,1.113,1
6.683,0.01118,0.1475,1.114,1
7.079,0.0113,0.1408,1.09,1
7.499,0.01437,0.1654,1.09,1
7.943,0.0324,0.3325,1.141,1
8.414,0.06979,0.6545,1.149,1
8.913,0.108,0.9596,1.139,1
9.441,0.1447,1.334,1.155,1
10,0.129,1.344,1.187,1
10.59,0.106,1.226,1.202,1
11.22,0.08018,0.9904,1.224,1
11.89,0.06163,0.7848,1.246,1
12.59,0.04636,0.5924,1.277,1
13.34,0.03514,0.4384,1.322,1
14.13,0.02944,0.3506,1.384,1
14.96,0.03272,0.373,1.41,1
15.85,0.03859,0.4285,1.413,1
16.79,0.04511,0.494,1.412,1
17.78,0.04951,0.5409,1.412,1
18.84,0.04921,0.5409,1.411,1
19.95,0.04417,0.4892,1.411,1
21.13,0.03856,0.4275,1.423,1
22.39,0.03388,0.3751,1.439,1
23.71,0.02983,0.329,1.456,1
25.12,0.02636,0.2896,1.465,1
26.61,0.02325,0.2542,1.473,1
28.18,0.02056,0.2237,1.485,1
29.85,0.01822,0.1972,1.508,1
31.62,0.01614,0.1738,1.542,1
33.5,0.01433,0.1535,1.576,1
35.48,0.0128,0.1364,1.602,1
37.58,0.01145,0.1215,1.612,1
39.81,0.01019,0.1076,1.608,1
42.17,0.009051,0.09522,1.604,1
44.67,0.008026,0.08411,1.611,1
47.32,0.007112,0.07425,1.632,1
50.12,0.006296,0.06551,1.667,1
53.09,0.005571,0.05777,1.713,1
56.23,0.004929,0.05095,1.764,1
59.57,0.004356,0.0449,1.816,1
63.1,0.003851,0.03958,1.861,1
66.83,0.003403,0.03488,1.879,1
70.79,0.003009,0.03078,1.835,1
74.99,0.002661,0.02715,1.689,1
79.43,0.002354,0.02397,1.441,1
84.14,0.002083,0.02118,1.152,1
89.13,0.001846,0.01873,0.8862,1
94.41,0.001635,0.01657,0.6738,1
100,0.001449,0.01467,0.514,1
105.9,0.001285,0.01299,0.3969,1
112.2,0.00114,0.01151,0.3105,1
118.9,0.001012,0.01021,0.2464,1
125.9,0.0008985,0.009054,0.1982,1
133.4,0.0007981,0.008036,0.1612,1
141.3,0.0007092,0.007136,0.1325,1
149.6,0.0006304,0.006339,0.11,1
158.5,0.0005604,0.005632,0.09197,1
167.9,0.0004984,0.005005,0.07747,1
177.8,0.0004433,0.00445,0.06567,1
188.4,0.0003944,0.003957,0.05598,1
199.5,0.0003509,0.00352,0.04795,1
211.3,0.0003124,0.003132,0.04126,1
223.9,0.0002781,0.002787,0.03564,1
237.1,0.0002476,0.002481,0.03089,1
251.2,0.0002204,0.002209,0.02685,1
266.1,0.0001963,0.001966,0.0234,1
281.8,0.0001747,0.00175,0.02044,1
298.5,0.0001556,0.001558,0.0179,1
316.2,0.0001386,0.001388,0.0157,1
335,0.0001235,0.001236,0.0138,1
354.8,0.00011,0.001101,0.01215,1
375.8,9.80E-05,0.0009809,0.01071,1
398.1,8.73E-05,0.0008738,0.009447,1
421.7,7.78E-05,0.0007784,0.008345,1
446.7,6.93E-05,0.0006934,0.007378,1
473.2,6.17E-05,0.0006178,0.006529,1
501.2,5.50E-05,0.0005504,0.005782,1
530.9,4.90E-05,0.0004904,0.005125,1
562.3,4.37E-05,0.000437,0.004545,1
595.7,3.89E-05,0.0003894,0.004032,1
631,3.47E-05,0.000347,0.00358,1
668.3,3.09E-05,0.0003092,0.003179,1
707.9,2.76E-05,0.0002756,0.002825,1
749.9,2.46E-05,0.0002456,0.00251,1
794.3,2.19E-05,0.0002188,0.002232,1
841.4,1.95E-05,0.000195,0.001984,1
891.3,1.74E-05,0.0001738,0.001765,1
944.1,1.55E-05,0.0001549,0.00157,1
1000,1.38E-05,0.000138,0.001397,1